order_id,customer_id,order_date,category,region,revenue,quantity
2124,C0053,2024-02-16 19:00:00,Fashion,South,224,3
2125,C0450,2024-02-16 20:00:00,Fashion,South,271,2
2126,C0205,2024-02-16 21:00:00,Home,South,664,3
2127,C0126,2024-02-16 22:00:00,Home,North,103,3
2128,C0235,2024-02-16 23:00:00,Sports,South,744,3
2129,C0043,2024-02-17 00:00:00,Home,West,912,2
2130,C0240,2024-02-17 01:00:00,Home,West,452,3
2131,C0459,2024-02-17 02:00:00,Electronics,West,367,4
2132,C0371,2024-02-17 03:00:00,Sports,North,916,3
2133,C0111,2024-02-17 04:00:00,Fashion,South,398,4
2134,C0249,2024-02-17 05:00:00,Home,North,492,4
2135,C0151,2024-02-17 06:00:00,Fashion,South,882,2
2136,C0183,2024-02-17 07:00:00,Fashion,East,629,3
2137,C0336,2024-02-17 08:00:00,Electronics,East,589,2
2138,C0095,2024-02-17 09:00:00,Home,North,835,4
2139,C0459,2024-02-17 10:00:00,Sports,West,331,1
2140,C0374,2024-02-17 11:00:00,Home,North,409,3
2141,C0400,2024-02-17 12:00:00,Fashion,West,964,2
2142,C0008,2024-02-17 13:00:00,Sports,South,872,1
2143,C0388,2024-02-17 14:00:00,Home,West,680,3
2144,C0360,2024-02-17 15:00:00,Fashion,West,941,3
2145,C0388,2024-02-17 16:00:00,Fashion,South,695,2
2146,C0184,2024-02-17 17:00:00,Electronics,East,690,1
2147,C0281,2024-02-17 18:00:00,Electronics,South,57,2
2148,C0195,2024-02-17 19:00:00,Electronics,North,612,3
2149,C0352,2024-02-17 20:00:00,Fashion,North,540,3
2150,C0195,2024-02-17 21:00:00,Home,North,390,4
2151,C0155,2024-02-17 22:00:00,Electronics,North,521,3
2152,C0093,2024-02-17 23:00:00,Home,North,842,3
2153,C0160,2024-02-18 00:00:00,Electronics,East,736,1
2154,C0434,2024-02-18 01:00:00,Sports,East,744,1
2155,C0061,2024-02-18 02:00:00,Sports,West,753,4
2156,C0122,2024-02-18 03:00:00,Electronics,North,298,4
2157,C0051,2024-02-18 04:00:00,Fashion,South,284,4
2158,C0403,2024-02-18 05:00:00,Electronics,North,132,2
2159,C0277,2024-02-18 06:00:00,Electronics,East,142,2
2160,C0005,2024-02-18 07:00:00,Fashion,North,934,4
2161,C0466,2024-02-18 08:00:00,Sports,East,443,2
2162,C0092,2024-02-18 09:00:00,Home,West,873,3
2163,C0170,2024-02-18 10:00:00,Electronics,West,317,4
2164,C0317,2024-02-18 11:00:00,Fashion,West,466,4
2165,C0022,2024-02-18 12:00:00,Electronics,East,681,2
2166,C0405,2024-02-18 13:00:00,Fashion,North,632,1
2167,C0326,2024-02-18 14:00:00,Home,North,578,4
2168,C0001,2024-02-18 15:00:00,Home,South,302,2
2169,C0133,2024-02-18 16:00:00,Sports,East,171,2
2170,C0233,2024-02-18 17:00:00,Fashion,South,941,1
2171,C0012,2024-02-18 18:00:00,Fashion,West,59,4
2172,C0346,2024-02-18 19:00:00,Sports,North,848,1
2173,C0046,2024-02-18 20:00:00,Sports,East,365,3
2174,C0034,2024-02-18 21:00:00,Fashion,South,887,1
2175,C0433,2024-02-18 22:00:00,Sports,South,322,1
2176,C0078,2024-02-18 23:00:00,Home,South,355,2
2177,C0218,2024-02-19 00:00:00,Electronics,North,854,1
2178,C0301,2024-02-19 01:00:00,Home,North,259,3
2179,C0411,2024-02-19 02:00:00,Sports,North,779,2
2180,C0073,2024-02-19 03:00:00,Fashion,East,802,3
2181,C0282,2024-02-19 04:00:00,Fashion,North,935,1
2182,C0249,2024-02-19 05:00:00,Home,East,513,3
2183,C0047,2024-02-19 06:00:00,Fashion,South,761,3
2184,C0121,2024-02-19 07:00:00,Sports,South,777,1
2185,C0214,2024-02-19 08:00:00,Home,West,766,1
2186,C0239,2024-02-19 09:00:00,Fashion,North,974,2
2187,C0056,2024-02-19 10:00:00,Electronics,South,465,2
2188,C0350,2024-02-19 11:00:00,Electronics,North,265,4
2189,C0107,2024-02-19 12:00:00,Sports,East,129,2
2190,C0319,2024-02-19 13:00:00,Fashion,South,828,1
2191,C0048,2024-02-19 14:00:00,Sports,North,529,3
2192,C0061,2024-02-19 15:00:00,Home,South,951,3
2193,C0337,2024-02-19 16:00:00,Electronics,South,940,2
2194,C0026,2024-02-19 17:00:00,Home,North,596,2
2195,C0292,2024-02-19 18:00:00,Fashion,South,850,1
2196,C0257,2024-02-19 19:00:00,Sports,South,67,3
2197,C0008,2024-02-19 20:00:00,Sports,South,214,4
2198,C0113,2024-02-19 21:00:00,Sports,South,574,4
2199,C0355,2024-02-19 22:00:00,Home,East,251,2
2200,C0253,2024-02-19 23:00:00,Electronics,South,790,4
2201,C0180,2024-02-20 00:00:00,Home,West,395,1
2202,C0207,2024-02-20 01:00:00,Home,South,415,4
2203,C0303,2024-02-20 02:00:00,Fashion,North,497,2
2204,C0127,2024-02-20 03:00:00,Fashion,West,562,1
2205,C0056,2024-02-20 04:00:00,Fashion,East,368,3
2206,C0214,2024-02-20 05:00:00,Electronics,West,266,1
2207,C0014,2024-02-20 06:00:00,Electronics,West,83,2
2208,C0474,2024-02-20 07:00:00,Fashion,West,920,2
2209,C0028,2024-02-20 08:00:00,Fashion,North,315,4
2210,C0471,2024-02-20 09:00:00,Electronics,North,689,4
2211,C0078,2024-02-20 10:00:00,Sports,North,773,3
2212,C0216,2024-02-20 11:00:00,Electronics,East,824,3
2213,C0386,2024-02-20 12:00:00,Electronics,North,873,2
2214,C0365,2024-02-20 13:00:00,Electronics,North,129,2
2215,C0154,2024-02-20 14:00:00,Fashion,West,726,2
2216,C0014,2024-02-20 15:00:00,Sports,North,462,3
2217,C0187,2024-02-20 16:00:00,Electronics,South,301,2
2218,C0312,2024-02-20 17:00:00,Fashion,North,61,3
2219,C0371,2024-02-20 18:00:00,Home,East,450,2
2220,C0007,2024-02-20 19:00:00,Home,East,865,1
2221,C0003,2024-02-20 20:00:00,Electronics,South,773,1
2222,C0111,2024-02-20 21:00:00,Home,East,331,2
2223,C0407,2024-02-20 22:00:00,Sports,East,161,1
2224,C0238,2024-02-20 23:00:00,Home,West,772,3
2225,C0363,2024-02-21 00:00:00,Home,South,427,4
2226,C0239,2024-02-21 01:00:00,Sports,West,800,1
2227,C0493,2024-02-21 02:00:00,Electronics,West,317,4
2228,C0274,2024-02-21 03:00:00,Electronics,North,966,1
2229,C0294,2024-02-21 04:00:00,Sports,South,347,3
2230,C0227,2024-02-21 05:00:00,Sports,North,366,1
2231,C0371,2024-02-21 06:00:00,Sports,North,619,1
2232,C0015,2024-02-21 07:00:00,Home,West,558,2
2233,C0192,2024-02-21 08:00:00,Sports,East,999,4
2234,C0473,2024-02-21 09:00:00,Fashion,South,595,4
2235,C0119,2024-02-21 10:00:00,Home,East,824,3
2236,C0485,2024-02-21 11:00:00,Electronics,West,414,3
2237,C0028,2024-02-21 12:00:00,Electronics,West,596,4
2238,C0202,2024-02-21 13:00:00,Electronics,West,320,2
2239,C0039,2024-02-21 14:00:00,Home,West,523,2
2240,C0441,2024-02-21 15:00:00,Fashion,West,788,4
2241,C0273,2024-02-21 16:00:00,Sports,West,586,1
2242,C0231,2024-02-21 17:00:00,Sports,East,283,4
2243,C0086,2024-02-21 18:00:00,Electronics,North,108,1
2244,C0474,2024-02-21 19:00:00,Electronics,East,300,4
2245,C0126,2024-02-21 20:00:00,Home,South,896,1
2246,C0300,2024-02-21 21:00:00,Fashion,East,135,2
2247,C0025,2024-02-21 22:00:00,Sports,West,812,4
2248,C0145,2024-02-21 23:00:00,Home,East,439,3
2249,C0013,2024-02-22 00:00:00,Sports,North,229,1
2250,C0212,2024-02-22 01:00:00,Electronics,South,768,2
2251,C0025,2024-02-22 02:00:00,Sports,East,905,3
2252,C0068,2024-02-22 03:00:00,Fashion,North,198,2
2253,C0394,2024-02-22 04:00:00,Fashion,East,632,1
2254,C0067,2024-02-22 05:00:00,Electronics,South,170,4
2255,C0233,2024-02-22 06:00:00,Fashion,East,814,2
2256,C0109,2024-02-22 07:00:00,Fashion,West,654,4
2257,C0146,2024-02-22 08:00:00,Home,East,305,4
2258,C0111,2024-02-22 09:00:00,Sports,North,815,2
2259,C0228,2024-02-22 10:00:00,Electronics,East,913,2
2260,C0111,2024-02-22 11:00:00,Electronics,North,849,2
2261,C0470,2024-02-22 12:00:00,Electronics,South,358,4
2262,C0034,2024-02-22 13:00:00,Electronics,East,108,3
2263,C0111,2024-02-22 14:00:00,Electronics,South,118,1
2264,C0264,2024-02-22 15:00:00,Fashion,South,495,3
2265,C0424,2024-02-22 16:00:00,Home,East,437,4
2266,C0369,2024-02-22 17:00:00,Electronics,North,135,2
2267,C0236,2024-02-22 18:00:00,Home,South,835,2
2268,C0083,2024-02-22 19:00:00,Home,South,276,1
2269,C0042,2024-02-22 20:00:00,Fashion,East,642,1
2270,C0425,2024-02-22 21:00:00,Electronics,East,675,3
2271,C0101,2024-02-22 22:00:00,Fashion,East,233,3
2272,C0006,2024-02-22 23:00:00,Electronics,East,841,1
2273,C0180,2024-02-23 00:00:00,Fashion,East,371,4
2274,C0282,2024-02-23 01:00:00,Home,West,958,3
2275,C0320,2024-02-23 02:00:00,Electronics,East,367,2
2276,C0226,2024-02-23 03:00:00,Sports,North,615,2
2277,C0443,2024-02-23 04:00:00,Home,South,448,4
2278,C0440,2024-02-23 05:00:00,Sports,North,758,1
2279,C0315,2024-02-23 06:00:00,Home,North,948,3
2280,C0365,2024-02-23 07:00:00,Fashion,West,342,2
2281,C0454,2024-02-23 08:00:00,Electronics,East,342,1
2282,C0229,2024-02-23 09:00:00,Home,South,534,3
2283,C0377,2024-02-23 10:00:00,Fashion,North,948,4
2284,C0289,2024-02-23 11:00:00,Electronics,East,496,2
2285,C0437,2024-02-23 12:00:00,Electronics,East,852,4
2286,C0150,2024-02-23 13:00:00,Home,West,741,4
2287,C0277,2024-02-23 14:00:00,Electronics,West,941,4
2288,C0198,2024-02-23 15:00:00,Home,West,461,3
2289,C0070,2024-02-23 16:00:00,Electronics,South,557,4
2290,C0112,2024-02-23 17:00:00,Sports,North,783,3
2291,C0004,2024-02-23 18:00:00,Fashion,West,835,3
2292,C0350,2024-02-23 19:00:00,Sports,West,939,4
2293,C0331,2024-02-23 20:00:00,Home,West,293,4
2294,C0446,2024-02-23 21:00:00,Sports,North,469,1
2295,C0318,2024-02-23 22:00:00,Home,North,978,2
2296,C0350,2024-02-23 23:00:00,Electronics,West,203,1
2297,C0095,2024-02-24 00:00:00,Electronics,West,865,2
2298,C0152,2024-02-24 01:00:00,Home,East,473,2
2299,C0311,2024-02-24 02:00:00,Sports,West,322,1
2300,C0137,2024-02-24 03:00:00,Electronics,South,985,1
2301,C0247,2024-02-24 04:00:00,Fashion,South,696,2
2302,C0387,2024-02-24 05:00:00,Electronics,West,874,2
2303,C0243,2024-02-24 06:00:00,Fashion,North,569,2
2304,C0031,2024-02-24 07:00:00,Sports,East,177,3
2305,C0040,2024-02-24 08:00:00,Fashion,North,422,2
2306,C0229,2024-02-24 09:00:00,Fashion,West,617,4
2307,C0036,2024-02-24 10:00:00,Fashion,South,687,4
2308,C0408,2024-02-24 11:00:00,Fashion,East,208,4
2309,C0223,2024-02-24 12:00:00,Electronics,North,620,1
2310,C0006,2024-02-24 13:00:00,Fashion,North,619,1
2311,C0322,2024-02-24 14:00:00,Electronics,West,701,1
2312,C0468,2024-02-24 15:00:00,Fashion,East,225,2
2313,C0220,2024-02-24 16:00:00,Home,South,976,4
2314,C0075,2024-02-24 17:00:00,Sports,West,669,2
2315,C0004,2024-02-24 18:00:00,Fashion,East,260,3
2316,C0335,2024-02-24 19:00:00,Home,North,496,3
2317,C0134,2024-02-24 20:00:00,Fashion,West,635,1
2318,C0118,2024-02-24 21:00:00,Fashion,North,216,3
2319,C0369,2024-02-24 22:00:00,Fashion,North,509,4
2320,C0094,2024-02-24 23:00:00,Home,West,965,3
2321,C0486,2024-02-25 00:00:00,Sports,West,406,1
2322,C0435,2024-02-25 01:00:00,Home,West,353,2
2323,C0062,2024-02-25 02:00:00,Sports,West,282,3
2324,C0441,2024-02-25 03:00:00,Fashion,West,376,4
2325,C0194,2024-02-25 04:00:00,Electronics,North,933,4
2326,C0335,2024-02-25 05:00:00,Fashion,South,231,4
2327,C0203,2024-02-25 06:00:00,Sports,South,683,2
2328,C0392,2024-02-25 07:00:00,Home,West,383,4
2329,C0026,2024-02-25 08:00:00,Fashion,North,764,1
2330,C0435,2024-02-25 09:00:00,Home,South,78,1
2331,C0173,2024-02-25 10:00:00,Home,South,763,4
2332,C0300,2024-02-25 11:00:00,Home,South,142,3
2333,C0133,2024-02-25 12:00:00,Fashion,North,890,4
2334,C0326,2024-02-25 13:00:00,Home,West,917,1
2335,C0410,2024-02-25 14:00:00,Home,West,737,1
2336,C0118,2024-02-25 15:00:00,Fashion,West,379,1
2337,C0324,2024-02-25 16:00:00,Home,East,772,3
2338,C0275,2024-02-25 17:00:00,Fashion,East,233,3
2339,C0212,2024-02-25 18:00:00,Sports,East,144,3
2340,C0225,2024-02-25 19:00:00,Sports,North,834,1
2341,C0020,2024-02-25 20:00:00,Sports,South,698,2
2342,C0113,2024-02-25 21:00:00,Home,South,798,4
2343,C0140,2024-02-25 22:00:00,Electronics,North,402,4
2344,C0047,2024-02-25 23:00:00,Electronics,North,979,1
2345,C0001,2024-02-26 00:00:00,Home,West,990,3
2346,C0090,2024-02-26 01:00:00,Electronics,West,314,2
2347,C0142,2024-02-26 02:00:00,Fashion,East,696,2
2348,C0320,2024-02-26 03:00:00,Electronics,East,705,3
2349,C0038,2024-02-26 04:00:00,Home,North,68,4
2350,C0293,2024-02-26 05:00:00,Home,East,792,4
2351,C0382,2024-02-26 06:00:00,Fashion,South,695,2
2352,C0139,2024-02-26 07:00:00,Sports,North,675,2
2353,C0356,2024-02-26 08:00:00,Home,North,548,3
2354,C0333,2024-02-26 09:00:00,Fashion,South,188,4
2355,C0491,2024-02-26 10:00:00,Electronics,West,686,2
2356,C0259,2024-02-26 11:00:00,Electronics,West,765,4
2357,C0161,2024-02-26 12:00:00,Fashion,South,622,2
2358,C0390,2024-02-26 13:00:00,Fashion,South,811,3
2359,C0178,2024-02-26 14:00:00,Home,East,859,4
2360,C0010,2024-02-26 15:00:00,Electronics,North,574,2
2361,C0261,2024-02-26 16:00:00,Fashion,East,957,2
2362,C0407,2024-02-26 17:00:00,Electronics,South,304,2
2363,C0138,2024-02-26 18:00:00,Fashion,East,134,2
2364,C0172,2024-02-26 19:00:00,Electronics,South,507,3
2365,C0386,2024-02-26 20:00:00,Sports,East,581,4
2366,C0013,2024-02-26 21:00:00,Home,East,611,4
2367,C0168,2024-02-26 22:00:00,Electronics,West,725,1
2368,C0130,2024-02-26 23:00:00,Sports,South,141,4
2369,C0084,2024-02-27 00:00:00,Electronics,East,649,1
2370,C0321,2024-02-27 01:00:00,Electronics,North,118,2
2371,C0319,2024-02-27 02:00:00,Sports,East,86,3
2372,C0101,2024-02-27 03:00:00,Electronics,East,814,3
2373,C0329,2024-02-27 04:00:00,Electronics,North,813,2
2374,C0273,2024-02-27 05:00:00,Home,South,189,1
2375,C0265,2024-02-27 06:00:00,Sports,West,916,2
2376,C0459,2024-02-27 07:00:00,Sports,West,942,3
2377,C0399,2024-02-27 08:00:00,Fashion,West,729,3
2378,C0408,2024-02-27 09:00:00,Electronics,North,615,4
2379,C0038,2024-02-27 10:00:00,Home,East,947,1
2380,C0419,2024-02-27 11:00:00,Electronics,South,227,4
2381,C0094,2024-02-27 12:00:00,Electronics,East,858,3
2382,C0095,2024-02-27 13:00:00,Fashion,West,862,3
2383,C0305,2024-02-27 14:00:00,Electronics,East,920,4
2384,C0069,2024-02-27 15:00:00,Home,North,667,4
2385,C0318,2024-02-27 16:00:00,Home,North,186,3
2386,C0444,2024-02-27 17:00:00,Fashion,South,239,4
2387,C0236,2024-02-27 18:00:00,Electronics,South,689,4
2388,C0434,2024-02-27 19:00:00,Home,West,391,1
2389,C0334,2024-02-27 20:00:00,Electronics,South,608,3
2390,C0373,2024-02-27 21:00:00,Electronics,East,54,2
2391,C0376,2024-02-27 22:00:00,Electronics,North,306,1
2392,C0459,2024-02-27 23:00:00,Fashion,North,861,2
2393,C0137,2024-02-28 00:00:00,Electronics,North,711,4
2394,C0418,2024-02-28 01:00:00,Home,South,855,4
2395,C0076,2024-02-28 02:00:00,Electronics,North,292,2
2396,C0483,2024-02-28 03:00:00,Home,North,836,4
2397,C0035,2024-02-28 04:00:00,Electronics,North,769,4
2398,C0001,2024-02-28 05:00:00,Home,West,464,1
2399,C0296,2024-02-28 06:00:00,Home,West,676,2
2400,C0320,2024-02-28 07:00:00,Electronics,South,756,1
2401,C0406,2024-02-28 08:00:00,Electronics,North,392,2
2402,C0060,2024-02-28 09:00:00,Home,South,731,1
2403,C0320,2024-02-28 10:00:00,Sports,North,428,3
2404,C0349,2024-02-28 11:00:00,Fashion,North,643,3
2405,C0328,2024-02-28 12:00:00,Sports,North,715,2
2406,C0267,2024-02-28 13:00:00,Sports,South,702,3
2407,C0361,2024-02-28 14:00:00,Electronics,South,875,1
2408,C0229,2024-02-28 15:00:00,Fashion,North,195,2
2409,C0270,2024-02-28 16:00:00,Sports,East,372,3
2410,C0316,2024-02-28 17:00:00,Electronics,South,171,3
2411,C0286,2024-02-28 18:00:00,Sports,West,301,2
2412,C0291,2024-02-28 19:00:00,Sports,South,904,3
2413,C0213,2024-02-28 20:00:00,Electronics,North,948,3
2414,C0165,2024-02-28 21:00:00,Electronics,East,360,2
2415,C0005,2024-02-28 22:00:00,Electronics,North,650,3
2416,C0339,2024-02-28 23:00:00,Fashion,West,524,3
2417,C0379,2024-02-29 00:00:00,Sports,South,619,3
2418,C0078,2024-02-29 01:00:00,Electronics,South,541,3
2419,C0410,2024-02-29 02:00:00,Home,North,624,4
2420,C0062,2024-02-29 03:00:00,Sports,North,396,2
2421,C0132,2024-02-29 04:00:00,Home,West,869,4
2422,C0089,2024-02-29 05:00:00,Fashion,East,536,4
2423,C0237,2024-02-29 06:00:00,Electronics,West,522,1
2424,C0042,2024-02-29 07:00:00,Home,East,431,4
2425,C0089,2024-02-29 08:00:00,Fashion,South,329,4
2426,C0402,2024-02-29 09:00:00,Electronics,East,121,1
2427,C0296,2024-02-29 10:00:00,Home,East,570,3
2428,C0328,2024-02-29 11:00:00,Home,South,415,3
2429,C0295,2024-02-29 12:00:00,Fashion,South,982,4
2430,C0104,2024-02-29 13:00:00,Electronics,South,143,1
2431,C0014,2024-02-29 14:00:00,Electronics,West,422,3
2432,C0288,2024-02-29 15:00:00,Home,South,388,1
2433,C0179,2024-02-29 16:00:00,Home,North,486,2
2434,C0125,2024-02-29 17:00:00,Home,South,385,2
2435,C0422,2024-02-29 18:00:00,Electronics,South,713,2
2436,C0353,2024-02-29 19:00:00,Fashion,South,541,2
2437,C0023,2024-02-29 20:00:00,Fashion,East,966,4
2438,C0063,2024-02-29 21:00:00,Electronics,West,917,2
2439,C0143,2024-02-29 22:00:00,Sports,South,89,2
2440,C0481,2024-02-29 23:00:00,Fashion,West,408,1
2441,C0153,2024-03-01 00:00:00,Home,North,623,3
2442,C0145,2024-03-01 01:00:00,Sports,North,303,1
2443,C0225,2024-03-01 02:00:00,Sports,South,630,4
2444,C0495,2024-03-01 03:00:00,Fashion,North,447,2
2445,C0450,2024-03-01 04:00:00,Sports,West,806,3
2446,C0462,2024-03-01 05:00:00,Sports,East,926,3
2447,C0309,2024-03-01 06:00:00,Fashion,South,219,2
2448,C0104,2024-03-01 07:00:00,Fashion,North,739,2
2449,C0104,2024-03-01 08:00:00,Sports,West,750,4
2450,C0435,2024-03-01 09:00:00,Home,West,560,4
2451,C0039,2024-03-01 10:00:00,Electronics,North,309,2
2452,C0435,2024-03-01 11:00:00,Sports,West,633,2
2453,C0198,2024-03-01 12:00:00,Sports,West,508,2
2454,C0134,2024-03-01 13:00:00,Home,South,578,2
2455,C0067,2024-03-01 14:00:00,Sports,West,931,3
2456,C0391,2024-03-01 15:00:00,Sports,North,390,4
2457,C0179,2024-03-01 16:00:00,Electronics,South,106,2
2458,C0456,2024-03-01 17:00:00,Electronics,North,267,2
2459,C0042,2024-03-01 18:00:00,Electronics,East,668,3
2460,C0448,2024-03-01 19:00:00,Fashion,North,865,1
2461,C0500,2024-03-01 20:00:00,Fashion,North,989,2
2462,C0015,2024-03-01 21:00:00,Electronics,South,734,3
2463,C0111,2024-03-01 22:00:00,Electronics,West,780,3
2464,C0157,2024-03-01 23:00:00,Fashion,North,513,1
2465,C0289,2024-03-02 00:00:00,Home,South,296,4
2466,C0500,2024-03-02 01:00:00,Sports,East,779,4
2467,C0478,2024-03-02 02:00:00,Sports,South,422,4
2468,C0231,2024-03-02 03:00:00,Electronics,South,466,2
2469,C0411,2024-03-02 04:00:00,Home,West,80,4
2470,C0420,2024-03-02 05:00:00,Fashion,North,417,2
2471,C0157,2024-03-02 06:00:00,Electronics,East,608,2
2472,C0038,2024-03-02 07:00:00,Home,South,695,3
2473,C0441,2024-03-02 08:00:00,Home,North,157,4
2474,C0097,2024-03-02 09:00:00,Home,North,633,4
2475,C0485,2024-03-02 10:00:00,Fashion,South,888,4
2476,C0411,2024-03-02 11:00:00,Fashion,North,467,2
2477,C0439,2024-03-02 12:00:00,Sports,South,669,2
2478,C0289,2024-03-02 13:00:00,Sports,South,870,4
2479,C0254,2024-03-02 14:00:00,Home,South,447,2
2480,C0196,2024-03-02 15:00:00,Home,East,321,2
2481,C0086,2024-03-02 16:00:00,Fashion,South,732,1
2482,C0322,2024-03-02 17:00:00,Sports,West,165,1
2483,C0010,2024-03-02 18:00:00,Home,North,890,4
2484,C0005,2024-03-02 19:00:00,Sports,East,635,4
2485,C0123,2024-03-02 20:00:00,Sports,North,305,1
2486,C0330,2024-03-02 21:00:00,Home,East,130,2
2487,C0353,2024-03-02 22:00:00,Fashion,West,829,2
2488,C0118,2024-03-02 23:00:00,Home,East,177,3
2489,C0294,2024-03-03 00:00:00,Home,East,887,4
2490,C0397,2024-03-03 01:00:00,Sports,East,964,4
2491,C0159,2024-03-03 02:00:00,Home,North,284,4
2492,C0303,2024-03-03 03:00:00,Fashion,South,602,3
2493,C0228,2024-03-03 04:00:00,Home,North,230,3
2494,C0365,2024-03-03 05:00:00,Fashion,South,206,2
2495,C0216,2024-03-03 06:00:00,Fashion,North,503,1
2496,C0436,2024-03-03 07:00:00,Sports,West,620,1
2497,C0184,2024-03-03 08:00:00,Electronics,West,906,1
2498,C0015,2024-03-03 09:00:00,Electronics,East,810,2
2499,C0157,2024-03-03 10:00:00,Sports,West,753,1
2500,C0136,2024-03-03 11:00:00,Home,East,73,3
2501,C0261,2024-03-03 12:00:00,Sports,South,522,3
2502,C0157,2024-03-03 13:00:00,Fashion,West,449,4
2503,C0047,2024-03-03 14:00:00,Electronics,South,997,1
2504,C0324,2024-03-03 15:00:00,Sports,North,641,3
2505,C0332,2024-03-03 16:00:00,Home,South,183,4
2506,C0173,2024-03-03 17:00:00,Sports,North,470,1
2507,C0130,2024-03-03 18:00:00,Electronics,South,262,1
2508,C0411,2024-03-03 19:00:00,Sports,South,949,3
2509,C0095,2024-03-03 20:00:00,Sports,West,531,4
2510,C0115,2024-03-03 21:00:00,Electronics,South,397,4
2511,C0243,2024-03-03 22:00:00,Fashion,West,215,3
2512,C0420,2024-03-03 23:00:00,Fashion,West,986,3
2513,C0292,2024-03-04 00:00:00,Electronics,East,397,3
2514,C0282,2024-03-04 01:00:00,Sports,East,898,1
2515,C0299,2024-03-04 02:00:00,Electronics,North,447,3
2516,C0283,2024-03-04 03:00:00,Fashion,South,632,3
2517,C0069,2024-03-04 04:00:00,Home,North,775,2
2518,C0148,2024-03-04 05:00:00,Sports,South,484,3
2519,C0011,2024-03-04 06:00:00,Fashion,East,626,3
2520,C0254,2024-03-04 07:00:00,Sports,East,270,1
2521,C0330,2024-03-04 08:00:00,Electronics,South,357,4
2522,C0360,2024-03-04 09:00:00,Home,South,847,1
2523,C0038,2024-03-04 10:00:00,Electronics,East,746,2
2524,C0134,2024-03-04 11:00:00,Home,East,768,3
2525,C0200,2024-03-04 12:00:00,Sports,North,515,3
2526,C0023,2024-03-04 13:00:00,Sports,East,148,3
2527,C0303,2024-03-04 14:00:00,Electronics,South,291,3
2528,C0346,2024-03-04 15:00:00,Home,North,207,3
2529,C0302,2024-03-04 16:00:00,Home,South,659,3
2530,C0363,2024-03-04 17:00:00,Sports,West,603,2
2531,C0396,2024-03-04 18:00:00,Electronics,North,700,3
2532,C0218,2024-03-04 19:00:00,Home,South,844,3
2533,C0141,2024-03-04 20:00:00,Sports,East,969,3
2534,C0104,2024-03-04 21:00:00,Fashion,West,276,2
2535,C0446,2024-03-04 22:00:00,Electronics,South,472,3
2536,C0210,2024-03-04 23:00:00,Fashion,North,121,2
2537,C0473,2024-03-05 00:00:00,Electronics,South,292,1
2538,C0481,2024-03-05 01:00:00,Sports,West,579,3
2539,C0111,2024-03-05 02:00:00,Home,North,638,4
2540,C0104,2024-03-05 03:00:00,Home,West,94,2
2541,C0316,2024-03-05 04:00:00,Home,South,521,1
2542,C0171,2024-03-05 05:00:00,Electronics,East,420,2
2543,C0460,2024-03-05 06:00:00,Sports,East,904,2
2544,C0492,2024-03-05 07:00:00,Fashion,South,701,1
2545,C0356,2024-03-05 08:00:00,Sports,South,738,3
2546,C0496,2024-03-05 09:00:00,Fashion,South,783,3
2547,C0324,2024-03-05 10:00:00,Electronics,North,976,2
2548,C0133,2024-03-05 11:00:00,Electronics,West,141,1
2549,C0376,2024-03-05 12:00:00,Fashion,West,71,3
2550,C0293,2024-03-05 13:00:00,Fashion,West,221,2
2551,C0328,2024-03-05 14:00:00,Fashion,South,653,4
2552,C0127,2024-03-05 15:00:00,Sports,West,241,1
2553,C0106,2024-03-05 16:00:00,Fashion,South,126,4
2554,C0497,2024-03-05 17:00:00,Electronics,North,330,4
2555,C0092,2024-03-05 18:00:00,Electronics,East,413,2
2556,C0287,2024-03-05 19:00:00,Home,South,228,1
2557,C0378,2024-03-05 20:00:00,Fashion,South,287,3
2558,C0393,2024-03-05 21:00:00,Sports,East,184,3
2559,C0051,2024-03-05 22:00:00,Sports,East,926,2
2560,C0029,2024-03-05 23:00:00,Sports,North,951,3
2561,C0462,2024-03-06 00:00:00,Home,West,329,3
2562,C0296,2024-03-06 01:00:00,Electronics,South,68,4
2563,C0297,2024-03-06 02:00:00,Sports,West,644,4
2564,C0214,2024-03-06 03:00:00,Electronics,South,789,1
2565,C0267,2024-03-06 04:00:00,Home,North,420,4
2566,C0407,2024-03-06 05:00:00,Fashion,East,826,3
2567,C0257,2024-03-06 06:00:00,Fashion,North,161,1
2568,C0302,2024-03-06 07:00:00,Fashion,East,812,1
2569,C0101,2024-03-06 08:00:00,Sports,West,725,2
2570,C0405,2024-03-06 09:00:00,Fashion,West,919,4
2571,C0346,2024-03-06 10:00:00,Sports,North,729,1
2572,C0110,2024-03-06 11:00:00,Home,East,270,3
2573,C0420,2024-03-06 12:00:00,Home,North,969,1
2574,C0182,2024-03-06 13:00:00,Sports,East,353,1
2575,C0471,2024-03-06 14:00:00,Electronics,East,752,2
2576,C0313,2024-03-06 15:00:00,Fashion,West,374,3
2577,C0001,2024-03-06 16:00:00,Fashion,West,486,3
2578,C0319,2024-03-06 17:00:00,Fashion,East,487,4
2579,C0438,2024-03-06 18:00:00,Sports,East,219,3
2580,C0055,2024-03-06 19:00:00,Home,East,424,1
2581,C0371,2024-03-06 20:00:00,Fashion,West,606,3
2582,C0424,2024-03-06 21:00:00,Home,West,430,3
2583,C0399,2024-03-06 22:00:00,Fashion,South,63,1
2584,C0149,2024-03-06 23:00:00,Fashion,East,792,2
